family,family_label,sample_index,attempt,ph_size,mean,scv,skewness,kurtosis
hyper_erlang,Hyper Erlang,63,64,100,0.9999999999999999,6.251606755621399,4.629072582102793,36.3363033319407
hyper_erlang,Hyper Erlang,64,65,100,1.0,3.0779866411391064,1.2962109610563721,2.9422516304051314
hyper_erlang,Hyper Erlang,65,66,100,0.9999999999999998,0.8827460140365917,0.34913957256333095,1.9923271489195176
hyper_erlang,Hyper Erlang,66,67,100,1.0000000000000002,8.828992056347795,3.836361045947377,19.794747134648233
hyper_erlang,Hyper Erlang,67,68,100,1.0000000000000002,0.7292808416953226,1.057052311200479,6.671700549566127
hyper_erlang,Hyper Erlang,68,69,100,1.0,4.223037092692877,2.8063090323059745,11.414758355053628
hyper_erlang,Hyper Erlang,69,70,100,0.9999999999999994,8.205509545185455,3.2078816058976307,12.946435507546846
hyper_erlang,Hyper Erlang,70,71,100,1.0,1.7130258077252392,1.9935404488057737,9.25366099985393
hyper_erlang,Hyper Erlang,71,72,100,0.9999999999999996,5.451586633892124,3.631479205713111,14.452184513110462
hyper_erlang,Hyper Erlang,72,73,100,1.0,110.29452899645162,462.5368166718833,221150.82120208698
hyper_erlang,Hyper Erlang,73,74,100,1.0,0.26806532180846276,-0.4500314554981822,2.8859041029849584
hyper_erlang,Hyper Erlang,74,75,100,0.9999999999999998,0.8435908131407662,1.0141470970331412,2.3653866251645863
hyper_erlang,Hyper Erlang,75,76,100,1.0000000000000002,5.339687482663847,2.9782876303487074,12.946042308234935
hyper_erlang,Hyper Erlang,76,77,100,1.0,1.722900519950017,2.6815642193230746,11.229488254256024
hyper_erlang,Hyper Erlang,77,78,100,1.0,16.748764699387674,4.698775712772457,24.13631690415993
hyper_erlang,Hyper Erlang,78,79,100,1.0,30.559761631899946,15.346167925105325,339.74775002090024
hyper_erlang,Hyper Erlang,79,80,100,0.9999999999999997,0.7394665115489534,-0.02286089890504479,1.5549614791091453
hyper_erlang,Hyper Erlang,80,81,100,0.9999999999999999,1.341370911817442,0.7007881881907637,2.2510977354606463
hyper_erlang,Hyper Erlang,81,82,100,1.0000000000000002,2.7942900296020237,2.3781834717139456,7.524969090081338
hyper_erlang,Hyper Erlang,82,83,100,0.9999999999999998,0.402866410113154,0.846400339809954,4.283878893199137
hyper_erlang,Hyper Erlang,83,84,100,1.0000000000000002,2.3485143021064827,1.7925484713391953,10.583884193717521
hyper_erlang,Hyper Erlang,84,85,100,0.9999999999999996,13.594316025899305,10.247894879511655,131.31266078016532
hyper_erlang,Hyper Erlang,85,86,100,0.9999999999999999,6.412412676517413,3.416471970572314,26.47035319801651
hyper_erlang,Hyper Erlang,86,87,100,0.9999999999999999,0.050959466908210974,1.6437718116383415,27.903153960555468
hyper_erlang,Hyper Erlang,87,88,100,1.0,10.867532615389875,6.308741567982757,50.96921961269148
hyper_erlang,Hyper Erlang,88,89,100,0.9999999999999999,2.790138768223781,2.73061072079257,14.462429526285398
hyper_erlang,Hyper Erlang,89,90,100,1.0000000000000002,96.20257960951133,41.77876445754216,1813.376544156553
hyper_erlang,Hyper Erlang,90,91,100,1.0000000000000004,1.7748362834749682,2.8067018015242016,15.158843391482554
hyper_erlang,Hyper Erlang,91,92,100,0.9999999999999998,2.952477171758108,1.333973028856198,3.022448680667976
hyper_erlang,Hyper Erlang,92,93,100,1.0,5.9866562704350414,2.4477120151006404,8.240699450833485
hyper_erlang,Hyper Erlang,93,94,100,1.0000000000000002,1.02804606481586,0.807430863848309,3.0512785224108447
hyper_erlang,Hyper Erlang,94,95,100,1.0000000000000004,0.6115428213559625,1.8519870129364921,4.902244757318608
hyper_erlang,Hyper Erlang,95,96,100,1.0000000000000002,4.41261799412645,3.2695588332117937,18.40418488867675
hyper_erlang,Hyper Erlang,96,97,100,1.0000000000000002,2.41174916925235,2.3356985829334422,9.45497457408572
hyper_erlang,Hyper Erlang,97,98,100,0.9999999999999999,1.0466523269481498,0.9432710975523683,4.333298519190543
hyper_erlang,Hyper Erlang,98,99,100,0.9999999999999999,2.180346054405573,1.1094991599216795,2.791336552442938
hyper_erlang,Hyper Erlang,99,100,100,1.0,0.7242145198550323,0.17036477573168432,1.713040208501233
hyper_erlang,Hyper Erlang,100,101,100,1.0,1.941179909495664,1.576777424550791,5.077055141020319
hyper_erlang,Hyper Erlang,101,102,100,1.0000000000000004,6.152001747182902,3.1453874406227658,14.394901697890322
hyper_erlang,Hyper Erlang,102,103,100,0.9999999999999998,14.195566192937308,5.801413296411443,48.5758905913464
hyper_erlang,Hyper Erlang,103,104,100,0.9999999999999998,9.43896591299376,3.2693840072916585,12.854766671724974
hyper_erlang,Hyper Erlang,104,105,100,1.0,0.03521469827774082,0.9652469427278786,7.000222075124534
hyper_erlang,Hyper Erlang,105,106,100,1.0,2.523926422632126,3.395414900347396,14.580335811853557
hyper_erlang,Hyper Erlang,106,107,100,1.0000000000000002,1.0953064571233502,1.2779958681607029,3.858518178143947
hyper_erlang,Hyper Erlang,107,108,100,1.0000000000000002,2.2135785530960486,2.3914135752945787,12.914925014591107
hyper_erlang,Hyper Erlang,108,109,100,0.9999999999999999,11.148782745826322,3.0843837197498396,10.668568023145808
hyper_erlang,Hyper Erlang,109,110,100,1.0000000000000004,12.226656944360414,3.9728526701420157,19.292042637087988
hyper_erlang,Hyper Erlang,110,111,100,0.9999999999999993,14.880516918017497,4.648037131030017,25.509578875237082
hyper_erlang,Hyper Erlang,111,112,100,1.0000000000000002,0.3625233158008457,0.22670645644811352,1.6177803911485722
hyper_erlang,Hyper Erlang,112,113,100,0.9999999999999998,3.662908263192272,2.3797196052575944,9.038659126832268
hyper_erlang,Hyper Erlang,113,114,100,1.0,9.41282741733127,7.406594623514427,72.71759750826251
hyper_erlang,Hyper Erlang,114,115,100,1.0,11.529508868949481,6.202362882429202,51.238213747197
hyper_erlang,Hyper Erlang,115,116,100,1.0,0.5230265817749458,2.0425417061782247,16.775115221526086
hyper_erlang,Hyper Erlang,116,117,100,1.0000000000000002,2.786390698708503,1.2644169216686842,2.904881056311496
hyper_erlang,Hyper Erlang,117,118,100,1.0000000000000002,16.381255156233017,6.995574606104931,68.00687363116045
hyper_erlang,Hyper Erlang,118,119,100,0.9999999999999999,16.982460086169176,18.690142361474724,360.4057978650199
hyper_erlang,Hyper Erlang,119,120,100,1.0000000000000002,3.3799513694050596,3.381415071188929,18.64703394740294
hyper_erlang,Hyper Erlang,120,121,100,1.0,8.878413188859588,4.225094809359053,21.66914772302352
hyper_erlang,Hyper Erlang,121,122,100,1.0,15.757022632683576,38.72331205345951,1993.276023944842
hyper_erlang,Hyper Erlang,122,123,100,0.9999999999999999,4.25123615518726,2.2853392169674893,10.786721206231071
hyper_erlang,Hyper Erlang,123,124,100,0.9999999999999998,3.417589657735702,1.622479901675829,4.423165015174167
hyper_erlang,Hyper Erlang,124,125,100,1.0000000000000002,5.837659624056077,2.372739927410057,7.604598210118034
hyper_erlang,Hyper Erlang,125,126,100,1.0,5.2151698131202515,3.215084098790139,14.358904585912143
hyper_erlang,Hyper Erlang,126,127,100,0.9999999999999993,0.2818474711987175,1.0930259489529486,4.507388103560513
hyper_erlang,Hyper Erlang,127,128,100,0.9999999999999998,3.8475904378506187,2.3268603730180115,9.146904762354948
hyper_erlang,Hyper Erlang,128,129,100,0.9999999999999998,60.640114588589725,7.789160042392784,62.3220177953558
hyper_erlang,Hyper Erlang,129,130,100,1.0,2.891391117342133,4.686285738741529,36.29209823708241
hyper_erlang,Hyper Erlang,130,131,100,0.9999999999999997,12.071424034106043,5.951757792315851,42.52453338808983
hyper_erlang,Hyper Erlang,131,132,100,1.0,1.1365755137508287,2.240141781104191,10.476110636543044
hyper_erlang,Hyper Erlang,132,133,100,1.0000000000000002,5.395691229321602,4.474984863290599,32.12004675908577
hyper_erlang,Hyper Erlang,133,134,100,1.0,16.623574023906013,5.074527426540367,32.04180498799214
hyper_erlang,Hyper Erlang,134,135,100,0.9999999999999998,1.3923829905018368,2.416790024027887,11.557068870358478
hyper_erlang,Hyper Erlang,135,136,100,0.9999999999999998,4.228147637552089,2.3253307671943575,9.129614614654788
hyper_erlang,Hyper Erlang,136,137,100,0.9999999999999999,15.960717679568422,7.295480795325056,74.24603971253667
hyper_erlang,Hyper Erlang,137,138,100,0.9999999999999997,3.784470975804007,2.2564270553182095,8.166119997678203
hyper_erlang,Hyper Erlang,138,139,100,1.0,0.16803441284100296,-0.6185904340529146,2.824029249662734
hyper_erlang,Hyper Erlang,139,140,100,1.0,0.4961331103543183,-0.5038001861758011,1.6776409939208061
hyper_erlang,Hyper Erlang,140,141,100,1.0000000000000002,0.08053288116042685,-2.196712339314209,8.869107894080345
hyper_erlang,Hyper Erlang,141,142,100,1.0000000000000004,1.8845126448239058,0.774565703219801,1.785048456107477
hyper_erlang,Hyper Erlang,142,143,100,1.0000000000000002,6.071897701992737,3.136380968655179,12.796130264285242
hyper_erlang,Hyper Erlang,143,144,100,0.9999999999999997,4.950468316948376,8.287061243867937,125.58896157295582
hyper_erlang,Hyper Erlang,144,145,100,1.0000000000000004,14.07451560775,11.384473381939932,178.79425123623489
hyper_erlang,Hyper Erlang,145,146,100,1.0,18.26035178206639,6.641006875834965,58.8580838712091
hyper_erlang,Hyper Erlang,146,147,100,1.0000000000000004,0.9993331146877034,2.2368296211789547,13.189116072759141
hyper_erlang,Hyper Erlang,147,148,100,1.0,4.12403836359758,2.418233190849642,8.954175649941863
hyper_erlang,Hyper Erlang,148,149,100,1.0000000000000002,1.41536581884342,0.6710803966999914,1.6371782091925648
hyper_erlang,Hyper Erlang,149,150,100,1.0000000000000002,0.18332468026187945,-0.658318032000309,3.809425139338292
hyper_erlang,Hyper Erlang,150,151,100,0.9999999999999998,4.733533166421454,2.19838693830391,6.543243044712846
hyper_erlang,Hyper Erlang,151,152,100,1.0000000000000004,50.242111085653654,13.878777462656204,265.1966259394297
hyper_erlang,Hyper Erlang,152,153,100,0.9999999999999999,0.08707442852360071,0.49975638059255273,3.972522863221721
hyper_erlang,Hyper Erlang,153,154,100,1.0000000000000002,6.521346776890625,5.338443892374295,40.33234678858703
hyper_erlang,Hyper Erlang,154,155,100,0.9999999999999998,5.600564648420332,2.6967973075766274,9.62425966178463
hyper_erlang,Hyper Erlang,155,156,100,1.0,1.6401436510754483,2.1347535448278463,7.300097801550247
hyper_erlang,Hyper Erlang,156,157,100,0.9999999999999999,1.7109558377721574,2.038362223429805,8.622219017731888
hyper_erlang,Hyper Erlang,157,158,100,0.9999999999999999,21.236143768279888,19.414063069398882,834.1518361807165
hyper_erlang,Hyper Erlang,158,159,100,0.9999999999999994,1.709569511382226,2.8781845761601024,15.787845709365405
hyper_erlang,Hyper Erlang,159,160,100,1.0000000000000002,2.856579847900921,1.6558916665787384,4.586407072588977
hyper_erlang,Hyper Erlang,160,161,100,0.9999999999999993,2.1266771559345843,5.339473296800732,47.96657503438654
hyper_erlang,Hyper Erlang,161,162,100,0.9999999999999999,22.457125704824115,5.966256135974014,39.88105056264263
hyper_erlang,Hyper Erlang,162,163,100,0.9999999999999998,2.784578206138936,3.017694283301235,14.691228730094343
hyper_erlang,Hyper Erlang,163,164,100,0.9999999999999989,0.8414419984339726,0.4682228193600773,1.881817086385726
hyper_erlang,Hyper Erlang,164,165,100,1.0,9.446332727615365,7.286007124335254,94.27466163935806
hyper_erlang,Hyper Erlang,165,166,100,1.0,3.783193525678689,3.8331145726751643,17.927009812148622
hyper_erlang,Hyper Erlang,166,167,100,0.9999999999999997,5.6850065847817,2.5094261516221374,8.254594071613964
hyper_erlang,Hyper Erlang,167,168,100,0.9999999999999996,1.8543774503472166,1.4756968727660726,4.3121302055889155
hyper_erlang,Hyper Erlang,168,169,100,1.0000000000000002,4.021771955058382,5.873213838097643,45.26245719553643
hyper_erlang,Hyper Erlang,169,170,100,0.9999999999999994,1.3439334552419413,2.880550013958027,25.168118267503388
hyper_erlang,Hyper Erlang,170,171,100,1.0000000000000002,9.5093764661613,5.125432477612451,36.61445113749605
hyper_erlang,Hyper Erlang,171,172,100,0.9999999999999999,8.826826862801783,3.441877936410129,14.755987089855152
hyper_erlang,Hyper Erlang,172,173,100,1.0000000000000002,1.033633472110028,0.8922004317007701,13.329703185005423
hyper_erlang,Hyper Erlang,173,174,100,1.0000000000000002,3.8668100810377184,4.283031077907593,33.406436121004404
hyper_erlang,Hyper Erlang,174,175,100,1.0000000000000002,6.025167606380843,6.229789686883737,53.26406882045588
hyper_erlang,Hyper Erlang,175,176,100,1.0,1.1293299314253678,0.4860687240559588,1.7416428659028829
hyper_erlang,Hyper Erlang,176,177,100,0.9999999999999999,3.6619635162787008,4.48816084063847,34.61182679312735
hyper_erlang,Hyper Erlang,177,178,100,1.0,5.163705695452756,2.39426603904431,8.214142227615552
hyper_erlang,Hyper Erlang,178,179,100,1.0000000000000004,6.927683746982288,3.0347160500750228,11.641542735815692
hyper_erlang,Hyper Erlang,179,180,100,1.0,2.5761067573475636,1.4210487882231657,3.968842989038396
hyper_erlang,Hyper Erlang,180,181,100,1.0000000000000004,9.500182012210884,3.7596623946687,16.565965552550722
hyper_erlang,Hyper Erlang,181,182,100,0.9999999999999997,457.5388502136626,34.40483632317967,1262.2214027814348
hyper_erlang,Hyper Erlang,182,183,100,0.9999999999999997,2.949479789061189,3.841609183273238,28.05469285196656
hyper_erlang,Hyper Erlang,183,184,100,1.0000000000000002,0.7647012485686696,-0.15576597002888412,1.1857815151526894
hyper_erlang,Hyper Erlang,184,185,100,1.0000000000000004,6.320698808831124,3.513427145223297,15.606417360017943
hyper_erlang,Hyper Erlang,185,186,100,0.9999999999999999,44.48681424931146,15.313495348219508,274.35101540299223
hyper_erlang,Hyper Erlang,186,187,100,1.0000000000000002,21.357915189182457,9.56560014980087,110.33195427221976
hyper_erlang,Hyper Erlang,187,188,100,0.9999999999999994,0.9148304607852563,0.3664892206554067,1.9007636762984945
hyper_erlang,Hyper Erlang,188,189,100,0.9999999999999999,27.928959301283335,9.187717206399808,90.1173645898613
hyper_erlang,Hyper Erlang,189,190,100,1.0000000000000002,12.484763491684227,5.51497295944524,44.80552489847644
hyper_erlang,Hyper Erlang,190,191,100,1.0000000000000002,6.187774365960622,2.7853984325133236,10.474490743654282
hyper_erlang,Hyper Erlang,191,192,100,1.0000000000000002,0.7423559752661745,-0.238187707736723,1.1776813325405913
hyper_erlang,Hyper Erlang,192,193,100,1.0000000000000002,0.6264747437549881,2.8330646592937128,57.14154512707412
hyper_erlang,Hyper Erlang,193,194,100,0.9999999999999998,3.4900813803412642,3.21242281856713,17.47215336058608
hyper_erlang,Hyper Erlang,194,195,100,1.0000000000000002,32.38965953700572,6.174700784807052,39.91386585152178
hyper_erlang,Hyper Erlang,195,196,100,1.0,21.53992561491857,4.9312099011231725,27.45806875595488
hyper_erlang,Hyper Erlang,196,197,100,0.9999999999999998,0.14670237944950665,-1.9278863767521248,5.484268217949476
hyper_erlang,Hyper Erlang,197,198,100,1.0000000000000002,3.0890907248178046,2.364883657075786,10.846657995908052
hyper_erlang,Hyper Erlang,198,199,100,1.0,1.9921210502207871,1.4256683030603399,6.429688003701913
hyper_erlang,Hyper Erlang,199,200,100,1.0000000000000002,1.318266860466686,1.2841396122831308,4.206661804219027
hyper_erlang,Hyper Erlang,200,201,100,1.0,0.853784532706324,-0.04805899345614532,1.2111400265785823
hyper_erlang,Hyper Erlang,201,202,100,1.0,5.508299010438252,3.6329459202242296,16.48294732393866
hyper_erlang,Hyper Erlang,202,203,100,1.0,10.63801122328021,4.401022108775133,24.137999090413423
hyper_erlang,Hyper Erlang,203,204,100,1.0,0.1085897362143069,7.634444117483613,376.3994139117686
hyper_erlang,Hyper Erlang,204,205,100,1.0,3.4573282454584824,4.457247381576087,26.34969952708556
hyper_erlang,Hyper Erlang,205,206,100,1.0000000000000004,2.3154479456054813,1.8048269443749527,6.336673149297088
hyper_erlang,Hyper Erlang,206,207,100,0.9999999999999996,32.970261348574674,7.685613064446098,62.13988441168586
hyper_erlang,Hyper Erlang,207,208,100,1.0,32.94250206889786,18.30813373219414,451.00610242994577
hyper_erlang,Hyper Erlang,208,209,100,1.0,1.488186250763687,0.5050972150335186,1.3749898310827973
hyper_erlang,Hyper Erlang,209,210,100,0.9999999999999996,0.019282797235684396,-0.5345791719998075,7.183386321646503
hyper_erlang,Hyper Erlang,210,211,100,1.0000000000000004,1.482586806894595,1.842952709876236,5.527267982516531
hyper_erlang,Hyper Erlang,211,212,100,1.0000000000000004,0.1339763197786944,-0.9275816964941043,4.560967374293476
hyper_erlang,Hyper Erlang,212,213,100,1.0000000000000004,5.370557462158536,2.602607491282164,8.161608193643806
hyper_erlang,Hyper Erlang,213,214,100,1.0,0.7959200393128756,0.5456189351854849,2.573445900816283
hyper_erlang,Hyper Erlang,214,215,100,1.0,2.3367053989294364,1.1771036456985364,2.733846941477154
hyper_erlang,Hyper Erlang,215,216,100,0.9999999999999999,20.296844984531273,8.19383178906569,97.76028177385345
hyper_erlang,Hyper Erlang,216,217,100,0.9999999999999998,6.799947342719311,3.727811429322115,17.40222860811849
hyper_erlang,Hyper Erlang,217,218,100,1.0000000000000009,0.31019101699280294,22.952737756517664,719.1428797827958
hyper_erlang,Hyper Erlang,218,219,100,0.9999999999999999,16.28605678949549,11.55336945134851,155.92749913529988
hyper_erlang,Hyper Erlang,219,220,100,1.0,5.788276328059731,4.518992841952038,44.75061925002969
hyper_erlang,Hyper Erlang,220,221,100,0.9999999999999998,16.431116616544646,8.136633147738124,81.33622152896135
hyper_erlang,Hyper Erlang,221,222,100,0.9999999999999997,0.8004402096176882,0.09968147568765993,1.4829479830516243
hyper_erlang,Hyper Erlang,222,223,100,1.0000000000000002,0.31542255354803267,2.0147588991948835,12.481007066195893
hyper_erlang,Hyper Erlang,223,224,100,0.9999999999999996,1.072956439473658,1.079119911229637,4.070216015973858
hyper_erlang,Hyper Erlang,224,225,100,0.9999999999999996,1.454006113716062,1.334873890336627,6.233908335535434
hyper_erlang,Hyper Erlang,225,226,100,0.9999999999999998,5.453457419828541,3.5362519793404528,17.77737477221162
hyper_erlang,Hyper Erlang,226,227,100,1.0,3.5276567419257994,2.5767306190063146,9.621185481013844
hyper_erlang,Hyper Erlang,227,228,100,1.000000000000001,29.89758266949393,5.556186947884689,32.79584385816968
hyper_erlang,Hyper Erlang,228,229,100,1.0000000000000002,4.960914426818993,3.231100774768813,13.974266007148614
hyper_erlang,Hyper Erlang,229,230,100,0.9999999999999987,2.6583244382097684,1.1446849946653355,2.554498185985052
hyper_erlang,Hyper Erlang,230,231,100,1.0000000000000004,6.720957976865577,7.31107108923142,73.61660071005291
hyper_erlang,Hyper Erlang,231,232,100,0.9999999999999999,3.6642456892860054,2.38413275338665,8.401354163737377
hyper_erlang,Hyper Erlang,232,233,100,0.9999999999999998,1.0307013172966082,0.5438288621605571,2.494770725734812
hyper_erlang,Hyper Erlang,233,234,100,1.0,0.599622136844171,0.009941043709701777,2.5931933690352333
hyper_erlang,Hyper Erlang,234,235,100,1.0,4.275424983597821,2.721233372052751,10.091319917954864
hyper_erlang,Hyper Erlang,235,236,100,1.0000000000000002,1.1052562518798377,3.304117293057193,41.1547556269691
hyper_erlang,Hyper Erlang,236,237,100,1.0000000000000002,2.24900766919689,25.79794657011277,1240.2539222658593
hyper_erlang,Hyper Erlang,237,238,100,1.0000000000000002,13.935568044504446,5.683176750089707,46.40095026657932
hyper_erlang,Hyper Erlang,238,239,100,0.9999999999999994,7.608774644039696,3.1227139480749035,13.160363604981503
hyper_erlang,Hyper Erlang,239,240,100,1.0000000000000002,0.1282530538142978,-0.568129577879066,4.936089106441622
hyper_erlang,Hyper Erlang,240,241,100,1.0,1.3757110180738161,1.9433098978575063,10.298977974570564
hyper_erlang,Hyper Erlang,241,242,100,1.0000000000000002,11.320566877981884,3.5338144663219953,14.486979570276864
hyper_erlang,Hyper Erlang,242,243,100,0.9999999999999998,1.387747561940394,1.2390479512221229,3.503186620172311
hyper_erlang,Hyper Erlang,243,244,100,1.0,1.555878174863118,1.5394464183122387,6.129879527943775
hyper_erlang,Hyper Erlang,244,245,100,0.9999999999999998,1.8354035036641183,2.468227924059709,10.869270103618309
hyper_erlang,Hyper Erlang,245,246,100,0.9999999999999998,1.2105435122239,0.6648050620752864,2.4243242524495403
hyper_erlang,Hyper Erlang,246,247,100,0.9999999999999998,1.6867187229861413,1.7950786555627423,6.5214158595993315
hyper_erlang,Hyper Erlang,247,248,100,0.9999999999999999,0.9531217842201922,0.38485656923627465,1.8888009826540926
hyper_erlang,Hyper Erlang,248,249,100,0.9999999999999998,0.7400354616449157,0.3936564393028829,1.890760776185399
hyper_erlang,Hyper Erlang,249,250,100,0.9999999999999999,1.2642639440489671,1.6285816332491778,6.415756746645899
